number of player's possessions
38.0
47.0
22.0
19.0
51.0
36.0
44.0
32.0
68.0
37.0
48.0
30.0
21.0
65.0
31.0
55.0
35.0
39.0
25.0
38.0
62.0
25.0
42.0
37.0
28.0
29.0
40.0
23.0
38.0
31.0
24.0
41.0
31.0
37.0
34.0
48.0
48.0
42.0
47.0
35.0
55.0
27.0
38.0
43.0
41.0
23.0
40.0
38.0
38.0
42.0
44.0
33.0
47.0
49.0
42.0
50.0
43.0
49.0
41.0
38.0
43.0
31.0
26.0
58.0
49.0
40.0
49.0
32.0
44.0
48.0
40.0
46.0
37.0
43.0
52.0
65.0
65.0
64.0
26.0
33.0
45.0
21.0
49.0
45.0
58.0
37.0
37.0
43.0
40.0
57.0
53.0
18.0
23.0
31.0
39.0
27.0
41.0
42.0
59.0
49.0
47.0
64.0
28.0
65.0
59.0
56.0
42.0
26.0
37.0
58.0
42.0
40.0
62.0
48.0
59.0
60.0
59.0
54.0
52.0
56.0
59.0
37.0
48.0
56.0
60.0
38.0
47.0
44.0
45.0
56.0
61.0
56.0
49.0
48.0
42.0
24.0
61.0
37.0
57.0
52.0
53.0
40.0
27.0
43.0
30.0
51.0
57.0
51.0
41.0
42.0
43.0
21.0
47.0
46.0
61.0
33.0
40.0
48.0
64.0
57.0
45.0
67.0
31.0
25.0
46.0
25.0
35.0
39.0
29.0
23.0
52.0
48.0
56.0
56.0
35.0
52.0
20.0
21.0
53.0
54.0
33.0
40.0
57.0
56.0
52.0
19.0
60.0
38.0
54.0
23.0
45.0
35.0
23.0
28.0
46.0
57.0
41.0
50.0
68.0
55.0
64.0
45.0
54.0
55.0
30.0
48.0
32.0
40.0
32.0
35.0
56.0
34.0
35.0
58.0
38.0
44.0
53.0
62.0
58.0
56.0
57.0
41.0
42.0
56.0
50.0
46.0
35.0
54.0
38.0
55.0
52.0
32.0
67.0
52.0
67.0
38.0
36.0
40.0
45.0
45.0
40.0
34.0
33.0
58.0
51.0
59.0
48.0
56.0
48.0
36.0
59.0
45.0
33.0
35.0
33.0
33.0
45.0
62.0
48.0
43.0
39.0
39.0
44.0
42.0
49.0
43.0
42.0
34.0
53.0
72.0
45.0
46.0
62.0
35.0
53.0
47.0
48.0
45.0
64.0
63.0
37.0
35.0
43.0
44.0
58.0
61.0
41.0
49.0
32.0
50.0
61.0
41.0
53.0
60.0
33.0
37.0
33.0
63.0
54.0
47.0
46.0
67.0
63.0
56.0
53.0
57.0
43.0
56.0
35.0
41.0
43.0
31.0
42.0
38.0
54.0
45.0
57.0
42.0
30.0
52.0
35.0
32.0
40.0
32.0
31.0
48.0
41.0
47.0
60.0
54.0
48.0
49.0
37.0
49.0
47.0
51.0
39.0
51.0
46.0
49.0
71.0
50.0
42.0
31.0
46.0
51.0
34.0
45.0
48.0
46.0
41.0
58.0
38.0
51.0
57.0
68.0
41.0
40.0
56.0
54.0
52.0
45.0
28.0
46.0
34.0
52.0
64.0
54.0
44.0
81.0
49.0
56.0
34.0
45.0
43.0
43.0
36.0
55.0
54.0
66.0
40.0
38.0
66.0
52.0
59.0
42.0
50.0
49.0
66.0
54.0
49.0
58.0
43.0
45.0
68.0
52.0
49.0
42.0
37.0
65.0
48.0
40.0
53.0
36.0
47.0
54.0
52.0
39.0
45.0
56.0
51.0
39.0
61.0
68.0
45.0
41.0
47.0
47.0
57.0
48.0
51.0
46.0
49.0
50.0
56.0
58.0
54.0
49.0
64.0
51.0
52.0
66.0
59.0
61.0
55.0
51.0
56.0
56.0
56.0
63.0
38.0
37.0
57.0
62.0
57.0
48.0
38.0
34.0
19.0
45.0
56.0
34.0
31.0
54.0
44.0
41.0
53.0
28.0
58.0
46.0
50.0
74.0
56.0
39.0
47.0
56.0
49.0
24.0
30.0
59.0
41.0
29.0
62.0
67.0
52.0
45.0
23.0
60.0
57.0
31.0
40.0
56.0
27.0
38.0
58.0
38.0
47.0
36.0
46.0
35.0
24.0
46.0
28.0
65.0
33.0
49.0
42.0
34.0
56.0
42.0
43.0
56.0
42.0
44.0
54.0
53.0
58.0
43.0
70.0
46.0
72.0
61.0
48.0
56.0
57.0
35.0
45.0
35.0
34.0
43.0
49.0
35.0
30.0
54.0
40.0
31.0
37.0
29.0
28.0
46.0
48.0
40.0
42.0
41.0
59.0
61.0
39.0
39.0
41.0
42.0
41.0
56.0
60.0
62.0
46.0
27.0
56.0
53.0
48.0
68.0
50.0
47.0
53.0
49.0
44.0
40.0
33.0
30.0
50.0
68.0
28.0
31.0
58.0
32.0
33.0
27.0
59.0
43.0
62.0
48.0
54.0
33.0
59.0
52.0
52.0
46.0
44.0
40.0
74.0
50.0
52.0
47.0
46.0
37.0
36.0
42.0
37.0
40.0
45.0
51.0
55.0
51.0
48.0
46.0
54.0
61.0
43.0
32.0
60.0
58.0
49.0
56.0
47.0
32.0
46.0
45.0
34.0
50.0
40.0
40.0
66.0
53.0
65.0
42.0
45.0
37.0
61.0
65.0
70.0
59.0
66.0
42.0
39.0
64.0
54.0
55.0
51.0
55.0
66.0
61.0
47.0
58.0
51.0
65.0
52.0
49.0
64.0
53.0
52.0
60.0
64.0
64.0
65.0
65.0
61.0
60.0
63.0
56.0
39.0
59.0
41.0
49.0
35.0
56.0
40.0
43.0
30.0
32.0
37.0
33.0
45.0
38.0
50.0
35.0
38.0
57.0
50.0
51.0
41.0
55.0
42.0
40.0
35.0
45.0
49.0
44.0
59.0
56.0
53.0
48.0
46.0
59.0
52.0
57.0
35.0
44.0
41.0
49.0
27.0
29.0
46.0
51.0
61.0
48.0
44.0
36.0
47.0
42.0
55.0
26.0
52.0
39.0
55.0
37.0
70.0
61.0
42.0
40.0
32.0
28.0
43.0
52.0
42.0
56.0
29.0
42.0
55.0
54.0
48.0
37.0
49.0
48.0
36.0
43.0
30.0
36.0
53.0
41.0
43.0
47.0
51.0
30.0
47.0
55.0
46.0
40.0
39.0
31.0
24.0
42.0
52.0
40.0
46.0
34.0
40.0
46.0
42.0
24.0
40.0
50.0
35.0
46.0
71.0
49.0
42.0
21.0
46.0
51.0
49.0
35.0
32.0
40.0
38.0
47.0
32.0
52.0
38.0
37.0
33.0
52.0
53.0
25.0
37.0
23.0
54.0
26.0
41.0
26.0
50.0
40.0
29.0
50.0
40.0
46.0
36.0
41.0
69.0
25.0
44.0
37.0
36.0
51.0
46.0
32.0
34.0
29.0
31.0
57.0
54.0
24.0
33.0
43.0
45.0
34.0
41.0
26.0
48.0
34.0
35.0
38.0
50.0
23.0
33.0
37.0
24.0
33.0
52.0
52.0
47.0
37.0
50.0
33.0
51.0
51.0
61.0
41.0
36.0
39.0
44.0
40.0
51.0
60.0
42.0
30.0
51.0
37.0
38.0
55.0
33.0
40.0
40.0
70.0
45.0
54.0
51.0
53.0
41.0
36.0
44.0
60.0
54.0
59.0
56.0
47.0
25.0
52.0
58.0
61.0
60.0
24.0
31.0
35.0
46.0
45.0
34.0
21.0
54.0
36.0
65.0
55.0
61.0
67.0
50.0
44.0
51.0
38.0
39.0
60.0
24.0
60.0
67.0
63.0
42.0
57.0
54.0
56.0
68.0
43.0
37.0
44.0
45.0
49.0
29.0
32.0
34.0
57.0
49.0
55.0
45.0
38.0
34.0
36.0
54.0
20.0
47.0
61.0
46.0
67.0
31.0
47.0
43.0
39.0
71.0
37.0
49.0
34.0
48.0
42.0
42.0
42.0
42.0
64.0
20.0
39.0
53.0
62.0
64.0
49.0
53.0
55.0
29.0
62.0
46.0
65.0
49.0
44.0
44.0
59.0
19.0
42.0
50.0
59.0
47.0
63.0
52.0
37.0
22.0
20.0
33.0
56.0
52.0
43.0
37.0
60.0
47.0
28.0
26.0
42.0
41.0
64.0
56.0
39.0
43.0
52.0
47.0
35.0
44.0
32.0
40.0
45.0
64.0
32.0
41.0
37.0
53.0
50.0
35.0
45.0
54.0
51.0
50.0
40.0
42.0
62.0
58.0
44.0
61.0
49.0
58.0
59.0
54.0
58.0
55.0
39.0
43.0
61.0
45.0
56.0
38.0
59.0
54.0
71.0
36.0
59.0
49.0
53.0
45.0
47.0
58.0
51.0
58.0
33.0
60.0
57.0
45.0
67.0
52.0
61.0
54.0
41.0
57.0
40.0
43.0
48.0
46.0
62.0
53.0
37.0
41.0
51.0
55.0
55.0
52.0
46.0
55.0
48.0
44.0
67.0
47.0
48.0
51.0
63.0
50.0
45.0
53.0
58.0
55.0
55.0
57.0
66.0
59.0
65.0
62.0
49.0
62.0
53.0
68.0
57.0
55.0
68.0
54.0
57.0
65.0
68.0
56.0
60.0
63.0
66.0
61.0
55.0
64.0
56.0
45.0
59.0
34.0
48.0
57.0
58.0
61.0
44.0
59.0
56.0
38.0
68.0
49.0
40.0
40.0
43.0
57.0
48.0
49.0
62.0
56.0
62.0
51.0
50.0
48.0
65.0
40.0
67.0
52.0
58.0
56.0
45.0
62.0
38.0
50.0
59.0
71.0
62.0
63.0
53.0
44.0
55.0
64.0
59.0
55.0
54.0
67.0
63.0
50.0
57.0
69.0
58.0
58.0
55.0
68.0
68.0
65.0
57.0
68.0
40.0
44.0
26.0
53.0
44.0
45.0
41.0
41.0
56.0
44.0
46.0
38.0
37.0
40.0
41.0
42.0
50.0
46.0
54.0
38.0
29.0
62.0
33.0
44.0
46.0
48.0
39.0
63.0
62.0
35.0
25.0
42.0
31.0
50.0
66.0
32.0
35.0
62.0
58.0
61.0
29.0
62.0
35.0
48.0
42.0
53.0
64.0
47.0
39.0
53.0
63.0
54.0
44.0
49.0
71.0
27.0
35.0
60.0
32.0
39.0
43.0
34.0
41.0
62.0
62.0
54.0
62.0
40.0
56.0
22.0
40.0
30.0
48.0
55.0
48.0
26.0
33.0
46.0
25.0
49.0
21.0
23.0
52.0
56.0
37.0
39.0
58.0
41.0
50.0
52.0
30.0
39.0
35.0
65.0
45.0
32.0
31.0
56.0
57.0
38.0
47.0
62.0
47.0
69.0
46.0
55.0
52.0
54.0
58.0
27.0
59.0
49.0
63.0
34.0
47.0
35.0
41.0
57.0
37.0
55.0
51.0
52.0
53.0
41.0
57.0
59.0
62.0
61.0
54.0
64.0
42.0
29.0
60.0
60.0
58.0
33.0
59.0
33.0
52.0
49.0
45.0
41.0
54.0
48.0
52.0
49.0
43.0
51.0
49.0
52.0
29.0
56.0
38.0
56.0
63.0
51.0
70.0
30.0
27.0
32.0
44.0
28.0
33.0
36.0
50.0
47.0
55.0
31.0
58.0
38.0
36.0
34.0
54.0
35.0
43.0
59.0
42.0
27.0
48.0
33.0
37.0
41.0
55.0
42.0
44.0
50.0
33.0
33.0
58.0
30.0
37.0
61.0
31.0
45.0
39.0
27.0
46.0
38.0
52.0
66.0
46.0
47.0
62.0
37.0
50.0
43.0
60.0
49.0
40.0
46.0
48.0
43.0
59.0
62.0
42.0
37.0
48.0
26.0
24.0
58.0
63.0
46.0
49.0
32.0
59.0
39.0
28.0
54.0
63.0
55.0
34.0
36.0
57.0
59.0
50.0
52.0
50.0
41.0
67.0
18.0
39.0
21.0
42.0
53.0
21.0
27.0
17.0
47.0
36.0
39.0
57.0
38.0
55.0
37.0
21.0
40.0
38.0
18.0
47.0
38.0
45.0
23.0
60.0
49.0
67.0
48.0
58.0
57.0
28.0
21.0
35.0
19.0
42.0
43.0
41.0
42.0
37.0
22.0
39.0
50.0
29.0
58.0
31.0
66.0
25.0
51.0
32.0
56.0
49.0
34.0
39.0
59.0
41.0
37.0
26.0
42.0
43.0
34.0
59.0
54.0
49.0
57.0
40.0
25.0
46.0
30.0
58.0
42.0
48.0
37.0
29.0
41.0
28.0
48.0
46.0
33.0
46.0
52.0
62.0
45.0
36.0
36.0
38.0
50.0
46.0
65.0
47.0
38.0
44.0
46.0
48.0
54.0
48.0
47.0
37.0
46.0
33.0
34.0
39.0
36.0
43.0
33.0
46.0
54.0
34.0
53.0
40.0
34.0
47.0
41.0
47.0
34.0
46.0
38.0
21.0
44.0
34.0
46.0
50.0
52.0
38.0
46.0
50.0
57.0
42.0
55.0
34.0
34.0
42.0
57.0
36.0
51.0
30.0
34.0
49.0
41.0
37.0
41.0
35.0
33.0
23.0
61.0
38.0
46.0
34.0
38.0
44.0
49.0
35.0
58.0
38.0
45.0
48.0
35.0
47.0
29.0
27.0
41.0
32.0
38.0
31.0
44.0
36.0
46.0
30.0
55.0
20.0
37.0
39.0
32.0
53.0
33.0
47.0
29.0
27.0
34.0
25.0
40.0
29.0
48.0
31.0
31.0
23.0
25.0
26.0
20.0
44.0
52.0
35.0
20.0
34.0
43.0
35.0
44.0
30.0
34.0
43.0
58.0
39.0
41.0
52.0
43.0
36.0
35.0
43.0
26.0
28.0
27.0
24.0
39.0
51.0
29.0
27.0
30.0
38.0
39.0
36.0
36.0
39.0
35.0
34.0
56.0
57.0
67.0
49.0
49.0
51.0
28.0
38.0
32.0
47.0
33.0
37.0
33.0
41.0
38.0
43.0
47.0
51.0
43.0
62.0
34.0
29.0
52.0
43.0
41.0
45.0
35.0
37.0
29.0
28.0
33.0
42.0
47.0
48.0
49.0
38.0
58.0
37.0
34.0
48.0
51.0
50.0
50.0
36.0
44.0
46.0
45.0
49.0
49.0
38.0
40.0
40.0
48.0
31.0
43.0
45.0
56.0
54.0
48.0
40.0
28.0
63.0
52.0
53.0
55.0
39.0
44.0
36.0
45.0
35.0
36.0
44.0
46.0
33.0
45.0
37.0
52.0
37.0
43.0
56.0
42.0
21.0
44.0
53.0
39.0
26.0
49.0
44.0
40.0
46.0
61.0
44.0
22.0
37.0
46.0
49.0
45.0
37.0
38.0
30.0
40.0
56.0
48.0
41.0
31.0
48.0
45.0
42.0
43.0
24.0
21.0
31.0
46.0
18.0
33.0
38.0
24.0
49.0
30.0
46.0
20.0
34.0
19.0
23.0
45.0
47.0
37.0
17.0
40.0
32.0
38.0
46.0
32.0
35.0
52.0
43.0
46.0
48.0
39.0
51.0
38.0
55.0
41.0
20.0
52.0
31.0
47.0
21.0
42.0
26.0
34.0
35.0
31.0
34.0
47.0
31.0
27.0
49.0
27.0
28.0
41.0
33.0
40.0
26.0
49.0
35.0
40.0
42.0
51.0
41.0
35.0
45.0
43.0
32.0
38.0
52.0
33.0
43.0
45.0
45.0
55.0
57.0
48.0
55.0
28.0
63.0
46.0
64.0
47.0
54.0
30.0
57.0
33.0
43.0
41.0
41.0
62.0
40.0
55.0
61.0
62.0
43.0
47.0
54.0
52.0
42.0
51.0
28.0
42.0
31.0
52.0
40.0
31.0
38.0
38.0
39.0
27.0
51.0
28.0
26.0
33.0
47.0
52.0
36.0
47.0
49.0
57.0
45.0
58.0
45.0
56.0
40.0
48.0
58.0
49.0
55.0
32.0
53.0
51.0
52.0
25.0
28.0
30.0
51.0
37.0
33.0
56.0
56.0
47.0
30.0
42.0
50.0
59.0
68.0
50.0
36.0
66.0
51.0
30.0
35.0
48.0
42.0
59.0
28.0
64.0
61.0
49.0
61.0
45.0
59.0
29.0
44.0
63.0
36.0
49.0
56.0
37.0
41.0
37.0
32.0
49.0
62.0
55.0
49.0
49.0
49.0
58.0
28.0
37.0
40.0
38.0
45.0
53.0
59.0
54.0
44.0
59.0
56.0
30.0
32.0
42.0
56.0
55.0
70.0
33.0
38.0
34.0
46.0
61.0
49.0
46.0
38.0
40.0
58.0
46.0
39.0
60.0
42.0
47.0
53.0
62.0
42.0
55.0
46.0
39.0
66.0
44.0
39.0
36.0
39.0
48.0
39.0
69.0
36.0
64.0
37.0
39.0
81.0
60.0
63.0
38.0
46.0
54.0
47.0
43.0
67.0
60.0
51.0
69.0
67.0
59.0
62.0
58.0
54.0
65.0
71.0
49.0
52.0
60.0
51.0
50.0
55.0
53.0
53.0
57.0
55.0
56.0
67.0
35.0
60.0
36.0
61.0
52.0
42.0
41.0
51.0
49.0
32.0
44.0
48.0
39.0
28.0
46.0
37.0
21.0
38.0
46.0
44.0
53.0
44.0
33.0
33.0
53.0
51.0
47.0
55.0
32.0
49.0
55.0
54.0
46.0
29.0
32.0
51.0
24.0
34.0
65.0
52.0
33.0
50.0
51.0
54.0
33.0
50.0
55.0
53.0
49.0
38.0
60.0
53.0
51.0
50.0
37.0
41.0
27.0
26.0
31.0
48.0
47.0
30.0
48.0
38.0
46.0
51.0
56.0
45.0
38.0
28.0
35.0
30.0
49.0
45.0
27.0
46.0
59.0
52.0
54.0
27.0
29.0
29.0
56.0
49.0
47.0
47.0
49.0
48.0
37.0
28.0
39.0
42.0
28.0
40.0
48.0
50.0
51.0
64.0
26.0
46.0
34.0
58.0
49.0
54.0
40.0
43.0
39.0
46.0
47.0
48.0
28.0
37.0
53.0
59.0
46.0
52.0
35.0
53.0
46.0
52.0
46.0
39.0
56.0
54.0
49.0
21.0
47.0
39.0
40.0
30.0
53.0
47.0
56.0
55.0
39.0
32.0
36.0
40.0
22.0
23.0
42.0
40.0
22.0
57.0
27.0
47.0
49.0
32.0
40.0
29.0
51.0
48.0
56.0
40.0
32.0
47.0
31.0
27.0
33.0
49.0
35.0
29.0
39.0
36.0
33.0
62.0
42.0
48.0
34.0
57.0
47.0
52.0
45.0
45.0
47.0
49.0
40.0
51.0
49.0
41.0
35.0
45.0
24.0
23.0
43.0
33.0
40.0
52.0
36.0
48.0
43.0
42.0
27.0
36.0
33.0
35.0
66.0
36.0
61.0
47.0
41.0
45.0
49.0
57.0
50.0
47.0
60.0
38.0
54.0
52.0
52.0
40.0
50.0
49.0
35.0
55.0
67.0
40.0
64.0
48.0
61.0
38.0
31.0
36.0
32.0
43.0
53.0
34.0
41.0
49.0
36.0
36.0
39.0
57.0
44.0
61.0
55.0
56.0
32.0
63.0
41.0
60.0
32.0
44.0
30.0
57.0
26.0
37.0
53.0
49.0
47.0
42.0
53.0
44.0
50.0
63.0
28.0
37.0
59.0
51.0
36.0
49.0
36.0
46.0
64.0
43.0
46.0
55.0
50.0
59.0
34.0
27.0
27.0
58.0
42.0
34.0
55.0
35.0
42.0
64.0
38.0
60.0
64.0
21.0
32.0
29.0
35.0
52.0
51.0
22.0
32.0
37.0
59.0
45.0
47.0
42.0
60.0
55.0
30.0
37.0
58.0
39.0
35.0
38.0
45.0
29.0
33.0
41.0
67.0
54.0
41.0
53.0
23.0
56.0
55.0
64.0
38.0
46.0
63.0
47.0
28.0
51.0
52.0
62.0
53.0
56.0
38.0
58.0
55.0
45.0
49.0
56.0
48.0
41.0
44.0
35.0
41.0
33.0
49.0
42.0
34.0
42.0
65.0
53.0
64.0
52.0
45.0
53.0
57.0
50.0
45.0
46.0
42.0
58.0
42.0
66.0
29.0
50.0
51.0
39.0
61.0
44.0
38.0
34.0
65.0
46.0
26.0
35.0
38.0
48.0
41.0
49.0
51.0
57.0
36.0
51.0
47.0
48.0
40.0
58.0
56.0
45.0
34.0
52.0
64.0
69.0
56.0
66.0
29.0
37.0
42.0
38.0
37.0
36.0
58.0
47.0
31.0
59.0
50.0
52.0
28.0
33.0
27.0
44.0
38.0
36.0
37.0
41.0
58.0
42.0
39.0
61.0
47.0
65.0
57.0
36.0
31.0
50.0
43.0
25.0
58.0
37.0
38.0
59.0
63.0
35.0
30.0
57.0
62.0
55.0
50.0
34.0
28.0
52.0
68.0
30.0
24.0
51.0
46.0
59.0
58.0
36.0
28.0
44.0
32.0
52.0
46.0
59.0
43.0
44.0
28.0
53.0
30.0
19.0
27.0
44.0
56.0
48.0
36.0
29.0
37.0
55.0
39.0
63.0
59.0
40.0
47.0
38.0
46.0
38.0
32.0
23.0
54.0
45.0
26.0
38.0
27.0
58.0
47.0
26.0
42.0
38.0
47.0
53.0
34.0
48.0
37.0
67.0
53.0
43.0
56.0
45.0
45.0
41.0
63.0
55.0
64.0
64.45077667944321
54.85192499825739
37.217412421832314
57.00000000000001
29.082311733800346
36.82509917057339
19.677458840810328
34.49847595949002
56.35707048500258
49.09040057740888
52.214797461732665
47.314738238277286
28.401514560074943
36.70902181657788
56.78112701639061
33.88434969577749
61.90940687258208
38.85175264935367
30.345075383965057
28.75172413793103
48.497804391217564
38.74971428571428
19.735154319031622
46.75085764470181
46.0
22.0
53.11720978476964
44.059911242603555
36.75195822454308
54.727077684781335
60.76681246582833
55.71680946912817
44.27628865979381
24.365906409752263
40.628708674766884
36.29440688383528
64.11085147813772
55.59583081785575
60.16193274567418
57.30099610220875
44.32407803804048
56.33092866945842
25.905584572117316
38.851448146994706
29.622216577766487
47.602192432146865
56.05682633298797
52.64921373461334
41.66306255704557
56.84272922815268
44.78283086356669
53.68296658516708
48.930455635491604
51.669767441860465
51.27673558811447
45.93346710317879
56.5780179727267
50.547419142878
38.74979446423677
38.056418713653336
46.537726736073836
30.87101622013784
20.351070620321472
41.66293921773272
40.851245761462486
51.24764074194598
28.813389562467055
42.138157894736835
44.26662712241417
32.71668009669622
40.12542476035908
36.85435779816514
40.495953757225436
52.34467071546294
46.057252200535785
28.33816666666667
43.76416967143378
48.66102994794941
40.67977067977068
37.40054576296187
35.0
50.88446549050831
37.37151880562733
57.0
22.487230139692393
43.60007092827378
46.70785431359288
42.232756733085175
18.987076061903196
38.578318894872396
41.69271842119039
27.276584953508028
45.719790112660114
47.3489409141583
47.34758850083155
41.93958724202627
47.572661870503595
32.279943445768524
51.376344086021504
23.37992306283202
50.78348554685492
47.90650193696995
45.58855541785656
40.84553815369223
21.87628948741621
46.0
28.258770997235807
38.490972525076316
41.734860512587886
15.830985915492956
45.099353796445875
25.42635658914729
42.44676625507297
37.733935641051666
48.3750337746555
29.04138330198235
49.96476366546176
33.20601194152769
56.17739146263766
36.13947495570945
33.244107744107744
30.63982144517809
21.873067199717795
40.9436752105853
51.48803069988426
44.57546439628483
43.95874244712991
38.19293725371325
29.488038277511958
44.5286783042394
43.544685733712974
49.67261625176138
53.52187223794945
34.70571141164636
44.87524808619223
44.79166666666667
44.5453976205385
30.5284661754856
44.511141186137564
52.51188960741382
49.24276084407971
55.263458029197075
52.320152858128544
33.41292080171239
68.65530763409545
31.970862736171185
68.35135135135135
53.76849500135099
45.77061361457335
42.96120485727803
45.855305820852735
42.855593532272906
54.35556464811784
49.96706841704378
50.96208178438662
41.9818129330254
66.30727969348659
57.282856146358476
42.297632468996625
18.99852882171994
28.127902913978247
31.983043440258715
53.65112607872027
55.86310893012319
13.240099135096859
62.57396755740146
55.6943557312253
60.95203041860357
54.4071407140714
33.38318072018426
44.09539184032874
36.55213883391688
11.733083789231213
24.580952702931132
49.99999999999999
44.77619744823259
46.043389520357536
39.618472107372305
34.39452581350653
38.39930620413609
45.43009800280008
59.72319688109162
62.521658685241626
56.76679223129984
40.834010031048486
45.71986594244771
54.11193111931119
57.945047555000485
58.03783685138998
39.361529548088065
41.45252679938744
57.29423592493298
39.38397790055249
50.9046665331464
47.49859943977591
56.05958886286756
62.0
53.93215916503588
34.94419551934827
50.55557415467024
52.5864406779661
48.36785638410878
55.53382949932342
36.99239406012315
27.863426637957552
48.108915541915884
38.706762973125656
45.57173682616596
51.288897426046866
35.467811158798284
44.20471826866836
37.68972709890492
59.585466228656
37.0
54.45954356846473
35.80210591514401
52.19748316591235
31.378475907450646
45.200758070840415
62.38631790744467
29.12852838933951
21.908702159503953
52.61248502015469
53.98056426332288
37.20571374574777
41.153169310093595
29.134505314799675
27.5339927121291
27.968875694311436
54.80641466208478
32.50847924996553
45.20026812102008
26.215686274509807
56.74895123230205
26.08136030994404
53.0
32.14438763087412
44.58185404339251
49.784403669724774
39.8591498122805
51.537284205101784
50.07089694326167
55.58084772370487
52.0
37.193548387096776
60.93866812594713
46.84711636901376
43.38466334164588
46.49788831534491
31.976988584888563
55.65733368826077
42.74776801916238
31.593907563025212
64.86737581731238
43.766137229987294
52.227101964825955
64.22602095739028
39.28052190121156
56.34799811587377
40.23472633780722
60.47205815538392
49.70629978780395
44.23640425657005
53.43630762768229
27.286731967943012
54.450917769276664
17.448809050082428
37.24104683195592
30.69817722717589
30.503234686854785
15.457367730651507
43.39589518221557
53.396772662553396
16.755203171456888
57.839816793893135
16.846813200269395
43.19313152770402
26.383999149268018
55.75389408099687
28.80890052356021
26.345311622683887
60.06205935233632
23.659119212045738
47.75642945504265
42.33838657282079
27.296261306532667
20.0
46.14069323898502
47.82971887550201
33.41123670212767
59.45709093356667
46.52135496377921
41.37997885089884
51.43272335844995
35.79091002359701
42.47116736990155
33.87773290628046
55.2592544146501
38.09955156950673
51.3063144563054
50.184870668618835
54.001227880101126
58.53937983332082
52.503247764142536
41.69285432293723
32.00167803596834
45.32430453879941
40.80985436232476
39.690974225082726
32.0
40.45002154862807
41.334306835812725
31.000000000000004
35.06445047489824
44.042560321715825
38.409613717053055
36.282404862496264
46.374173259437896
44.99999999999999
60.187930121757546
37.0
44.9543124074285
37.37805642633229
41.78928293195136
39.328396604314435
39.624259160570375
38.695702671312425
27.313057583130572
39.840691827374705
44.08053691275168
48.69066004780291
36.68291324924513
34.87736889601925
58.302225624116815
26.316716939196702
46.0440135426285
