player name,def_cluster
Zachary John Tavitian,A
Gullit Mukendi,B
Vinicus Da Silva,B
Pau Tendero Tendero Salom,A
Alberto Alonso Cuevas,A
Chukwukelue Okeke,B
Maxime Yomi Kemayou,A
Xavier Assalit,A
Pape Ablaye Sow,A
Guillem Sabates Sala,A
Antonio Burgos Caballero,A
Pablo Yarnoz Lumbreras,A
Ayoze Alonso,A
Ryan Lobreau-Bikindou,B
Alex Rubin de Celis Ferrando,A
Antoni Figuerola Calvo,A
Jose David Gomez,B
Imanol Martinez Pino,A
Joaquin Reyes Barranco,A
Arnau Tarrida,A
Adrian Rodrigues,A
Ismael Carraliza,A
Giedrius Stankevicius,A
Andre Lazar Norris Jr,A
Alberto Martin,A
Danrad Knowles,A
Rob Ukawuba,A
Joshua Tyron Tomaic,A
Gonzalo Iglesias Fernandez,A
Edgar San Epifanio,A
Elijah Thomas,A
Alejandro Zurbriggen,A
Volodymyr Orlov,B
Javier Nicolau,B
Alberto Moreno Trujillo,A
Riley Hayes,B
Micah Elan,A
Dejan Ilincic,B
Nikola Zizic,B
David Orrit,A
Miguel Serrano,A
Anton Bouzan,A
Alvaro Herrera Dominguez,A
Alejandro Ortega,A
Alejandro Bellver,A
Gerardo Perez,A
Aitor Etxeguren,A
Sebastian Bacale Mbansogo Obiang,A
Robert Cosialls,A
Ignasi Belver,B
Jorge Parra Baez,A
Pedro Garcia Carrero,A
Albert Real Lopez,A
Alfonso David Ortiz Mendieta,A
Nil Baques,A
Rafael Vila Bonany,A
Alejandro Harguindey Maneiro,A
Hugo Arbosa,A
Matthew Wilson,A
Goodwin Osarenren,A
Dani de la Rua,A
Javier Marin Ortega,A
Daniel Lorenzo Negrete,A
Borja Mendia Sangroniz,A
Jorge Lafuente,B
David Kristensen,B
Issa Thiam,A
Sergi Pino Capdevila,A
Stefan Andrejevic,B
Luis Ferrando Ortells,A
Ramel Thompkins,A
Carlos Poyatos Parra,B
Anthony Libroia,A
Charles Minlend,A
Miguel Ortega,A
Pablo Cordoba Muro,A
Pablo Fernandez Chocarro,A
Evan Michael Yates,B
Kemel Archer,A
Pau Trevino,B
Oier Ardanza Bernaola,A
Inaki Ordonez Ochoa,A
Yigit Hamza Mestoglu,A
Manuel Vazquez Gil,A
Miguel de Pablo del Castillo,A
Alejandro Rodriguez Aguilar,A
Mario Alvarez Puertas,B
Serigne Ndiaye,A
Adria Rodriguez Juan,A
Alberto Cabrera Garrancho,A
Iker Salazar Ortega,A
Lionel Kouadio,A
Niang Ndongo,B
Albert Homs Aguilar,A
Asier Zengotitabengoa,A
Luis Garcia Munoz,A
German-Ali Kasanzi Obama,A
Luis Maria Parejo Camacho,A
Kasper Suurorg,A
Adrian Del Cerro,A
Juan Aleberto Esteves-Garcia Coffi,A
Mikel Sainz de la Maza,A
Alejandro Rivas Palmer,A
Arturo Fernandez Gomez,A
Gabriel Gil Garcia,A
Massine Fall,B
Jesus Castillo,A
Raul Lobaco Munoz,A
Alejandro Jorda,A
Anyeuri Alberto Castillo Correa,A
Oscar Ngomo Mifumu,A
Marco Echeverria,A
Adria Aragones Navais,A
Atrur Alaminos Banos,A
Yeikson Jose Montero,A
Grant Lozoya,A
Jere Vucica,A
Robinson Odoch Opong,A
Elbert Clark Matthews,A
Ander Urdiain Labayen,A
Justinas Olechnavicius,A
Dylan Bordon,A
Jon Ander Aramburu Lamy,B
Joan Feliu Espejo,A
Wally Niang,B
Raimon Carrasco,A
Adam Fravert,A
Luka Dmitrovic,A
Matija Bilalovic,A
Juan Pedro Jimenez,A
Marc Sese Frasnedo,A
Sebastian Mignani,A
Raimon Sagrista,A
Javier Balastegui Martinez,A
Morgan Stilma,A
Tony Taylor,A
Jeffery Raymar Morgan,B
Amath M'Baye,B
Sek Henry,A
D.J. Kennedy,A
Ivan Strebkov,A
Darko Talic,A
Edin Atic,A
Marko Josilo,A
Hayden Dalton,B
Kasey Shepherd,A
James Metecan Birsen,A
Omar Prewitt,A
Artem Komolov,A
Alexander Gankevich,B
Kyle Wiltjer,B
Petr Benda,B
Martin Kriz,B
Frederic Bourdillon,A
Guy Pnini,A
DeVaughn Akoon-Purcell,A
Tyrus McGee,A
Jackie Carmichael,B
Chris Johnson,A
Darius Thompson,A
Miro Bilan,B
Vojtech Hruban,A
Artis Ate,A
James Bell,A
CJ Harris,A
Dalibor Ilic,A
Sam Dekker,A
Kristers Zoriks,A
Isaiah Miles,B
Anthony Clemmons,A
Raphael Gaspardo,A
Tarik Phillip,A
Willy Workman,A
Nick Perkins,B
Isaiah Pineiro,A
Jason Burnell,A
Kyle Allman,A
Michale Kyser,B
Anton Astapkovich,A
Berkan Durmaz,A
Jeremy Simmons,B
Berk Ugurlu,A
Evgeny Baburin,B
Maxime De Zeeuw,B
Semaj Christon,A
Nick Johnson,A
Eimantas Bendzius,A
Derek Willis,A
Stefano Gentile,A
Marco Spissu,A
Alexander Madsen,A
Retin Obasohan,A
Tomislav Zubcic,A
Michel Diouf,B
Ahmaad Rorie,A
Brandon Rozzell,A
Guy Pnini,A
Rafael Yitshak Menco,A
Joe Ragland,A
Michale Kyser,B
Chris Johnson,A
Frederic Bourdillon,A
Stefan Bircevic,A
Andrija Stipanovic,B
Patrick Neal Richard II,A
Matteo Chillo,B
Elijah Stewart,A
Dustin Hogue,B
Karel Guzman Abreu,A
Aaron Jones,B
Giordano Bortolani,A
DeWayne Russell,A
Nicola Akele,A
Michal Sokolowski,A
Sinan Guler,A
D'Angelo Harrison,A
Tomas Dimsa,A
Wayne McCullough,A
Troy Caupain,A
Gabriel Olaseni,B
Nathan Boothe,A
Isaiah Pineiro,A
Illya Sydorov,A
Dogus Ozdemiroglu,A
Yigit Arslan,A
Dusan Djordjevic,A
Tomislav Zubcic,A
Henry Sims,B
Levi Randolph,A
Elgin Cook,A
Keye van der Vuurst de Vries,A
Mikael Jantunen,A
Adam Smith,A
Berk Ugurlu,B
Phil Booth,A
Jeremy Simmons,B
Miro Bilan,B
Arnas Butkevicius,A
Boris Barac,B
Margiris Normantas,B
Dee Bost,A
Akos Keller,B
Ivan Buva,B
Pako Cruz,A
DeVaughn Akoon-Purcell,A
Pierre-Antoine Gillet,B
David Kravish,B
Gyorgy Goloman,A
Speedy Smith,A
Marvin Clark II,A
DJ Stephens,A
Gytis Radzevicius,A
Brandon Brown,A
Zoltan Perl,A
Benedek Varadi,A
Melo Trimble,A
Kerry Blackshear Jr.,A
D.J. Kennedy,A
Kristjan Kitsing,B
Retin Obasohan,A
Davion Berry,A
Marko Josilo,A
Bonzie Colson II,A
Silas Melson,A
Jalen Adams,A
Amath M'Baye,A
Dedric Lawson,B
Anthony Markel Starks II,A
JeQuan Lewis,B
Kristers Zoriks,A
Szilard Benke,A
Giannis Agravanis,A
Danny Agbelese,B
Vassilis Mouratos,A
Alpha Diallo,A
Tyson Carter,A
Devin Davis,B
Jared Savage,A
Lefteris Bochoridis,A
Andreas Christodoulou,A
Georgios Papagiannis,B
Dimitrios Agravanis,B
Aaron White,A
Ben Bentil,A
Michail Lountzis,A
Petros Geromichalos,B
Konstantinos Milano Mitoglou,B
Ioannis Papapetrou,A
Leonidas Kaselakis,A
Jermaine Love-Roberts,A
Jerai Grant,B
Dimitrios Kaklamanakis,B
Jerian Grant,A
Charalampos Giannopoulos,A
Beau Beech,A
Howard Sant-Roos,A
Malcom Griffin,A
Elston Howard Turner JR,A
Georgios Kamperidis,A
Evangelos Vangelis Margaritis,B
Vassilis Xanthopoulos,A
Shelvin Mack,A
Epameinondas Savvas Papantoniou,A
Kerem Kanter,B
Dominic Artis,A
Theodoros Zaras,A
Kevin Langford,A
Zach Auguste,A
Jeremy Hollowell,B
Sayeed Pridgett,A
Giorgos Tsalmpouris,B
Ioannis Chatzinikolas,A
Nikos Chougkaz,B
Spyridon Motsenigos,A
Andreas Petropoulos,A
Brandon Rush,A
Spyros Mourtos,A
Mario Chalmers,A
Kostas Papadakis,A
Mario Little,A
O.D. Anosike,B
Thomas Kottas,B
Dimitrios Flionis,A
Diamantis Slaftsakis,B
Mihajlo Andric,A
Dimitrios Stamatis,A
Quenton DeCosey,A
Mario Hezonja,A
Ioannis Sachpatzidis,B
Kendrick Brown,A
William Hatcher,A
Mustafa Muhaymin,A
Vasileios Toliopoulos,A
Milan Milosevic,A
Vladimir Dragicevic,B
Jerry Alexander Smith,A
Kenny Goins,A
Eugene Lawrence,A
Jamal Shuler,A
Adam Smith,A
Josh Carter,A
Toddrick Gotcher,A
Gian Clavell Lopez,A
Devin Ebanks,B
Devonte Green,A
Wesley Larmar Washpun,A
Mario Delas,B
Chumi Ortega Soriano,A
Rodrigo Miguel,A
Manuel Rodriguez,A
Rasid Mahalbasic,B
Alex Barrera,A
Alex Lopez,A
Xabi Oroz,A
Gregory Robert Gantt,A
Mathieu Kamba,A
Jordy Kuiper,A
Adam Sollazzo,A
Melwin Jan Pantzar,A
Konstantin Iroslavov Kostadinov,A
Ander Martinez De La Orden,A
Devin Schmidt,A
Sergio De La Fuente,A
Jaan Puidet,A
German Martinez,A
Goran Filipovic,A
Juan Ignacio Marcos,A
Ingus Jakovics,A
Vasilije Vucetic,B
Lotanna Nwogbo,B
Alejandro Galan,A
Aleix Font,A
Javier Vega,A
Marc-Eddy Norelia,B
Judicael Romaric Belemene Dzabatou,A
Miguel Gonzalez,A
Yunio Barrueta,A
Diogo Emanuel de Sousa Anjo Brito,A
Aitor Zubizarreta,A
Joey Van Zegeren,B
Djordje Simeunovic,A
Mike Torres Cuevas,A
Gonzalo Corbalan,A
Justin Jarowsky,A
Aegir Thor Steinarsson,A
Alf Sylvester Berg Pedersen,A
Nikola Rakocevic,A
Alejandro Mazaira,A
Eduard Gatell,B
Alec Wintering,A
Adams Sola,A
Delaney Blaylock,A
Sean Smith,B
David Cuellar Garcia,A
Davis Rozitis,B
Atouman Diagne,B
Alejandro Urtasun,A
Mark Hughes,A
Rauno Nurger,B
Paul Jorgensen,A
Arnau Parrado Calabria,A
Tanner McGrew,A
Kevin Patrick Allen,B
Ivan Aurrecoechea,B
Toms Leimanis,A
Ferran Ventura Pedreno,A
Mindaugas Kacinas,A
Adrian Chapela,A
Sean McDonnell,A
Ibon Guridi,A
Ruben Dominguez Gonzales,A
Ibrahim Magassa,A
Manex Ansorregui,A
Jose Ignacio Nogues,A
Felipe Dos Anjos,B
Agusti Sans,A
Ignacio Llovet Camp,A
Edu Martinez,A
Joan Pardina,A
Fran Pilepic,A
Jorge Alain Bilbao Torrontegui,B
Albert Lafuente Siso,A
Kai Edwards,B
Benat Hevia,A
Kevin Bercy,B
Johnny Dee,A
Nathan Hoover,A
Mikel Sanz,A
Juan Santana,B
Mads Bonde Sturup,A
Menno Dijkstra,B
Ierai Aizpitarte,A
Mateo Diaz,A
Gerard Blat,A
Walter Cabral,B
Alvaro Palazuelos,A
David Hook,A
Sergi Costa Vazquez,A
Daniel Rodriguez,A
Mihajlo Andric,A
Carles Bivia,A
Osvaldas Matulionis,A
Karl Olle V. Lundqvist Lundqvist,A
Javier Menendez-Garcia,B
Frederic Stutz,B
Bamba Fall,B
Oscar Alvarado,A
Xabier Beraza Pozo,A
Samuel Rodriguez,A
Jaime Fernandez Manzanares,B
Guillem Arcos Gonzalez,A
Inigo Royo,B
David Knudsen,A
Chaz Williams,A
Luka Rupnik,A
Shakir Smith,A
Remu Raitanen,B
Kevin Ricki Larsen,B
Jaume Lobo Martorell,A
Mirza Bulic,B
Vaidas Cepukaitis,B
Thomas Schreiner,A
Maj Kovacevic,A
Alexander Jacob Thompson,A
Khadim Sy,B
Karamo Jawara,A
Micah Speight,A
Moussa Kone,B
Marin Maric,B
Chuso Gonzalez,A
Victor Moreno Martin,A
Julen Olaizola,B
Joan Faner Fahner Catala,A
Xavier Rey Sanuy,B
Michael Kaz Carlson,A
Francisco Del Aguila,A
Augustas Peciukevicius,A
Goncalo Delgado,B
Juan Rubio,A
Adria Domenech,A
Victor Ruiz,A
Marc Penarroya,A
Christopher Czerapowicz,A
Marvin Ogunsipe,B
Nigel Pruitt,A
Jalen Nesbitt,A
Oliver Arteaga,B
Romeo Crouch,A
Sergi Huguet Carrasco,A
Fahrudin Manjgafic,B
Rafa Freire Luz,A
Toledo Zamora Carlos,A
Thorir Thorbjarnarson,A
Dagoberto Pena,A
Pablo Sanchez Sanchez Infantes,A
Josep Fermi Cera,A
Lonlonvi Ezekiel Soumbey Alley,A
Fabio Santana,A
Lysander Bracey,A
Jonathan Shilala Kasibabu,B
Javier Lopez Santana,A
Alejandro Marin Ortega,A
Hansel Giovanny Atencia Suarez,A
Demetrio,B
Hector Alderete Diaz,A
John Harrar,B
Chandler Jacobs,A
Lazar Mutic,A
Rafael Villar Cornago,A
Mikel Motos,A
Joel Sabate,A
Obi Enechionyia,B
Clevon Brown,B
Diego De Blas Morcillo,A
Kevin Buckingham,A
Marc Marti,A
Jorge Mejias Sanchez,A
Robert Michael Harris II,A
Stojan Gjuroski,A
Edu Duran,A
Angel Comendador Femenias,A
Tobias Borg,A
Seydou Aboubacar Hima,B
Herve Kabasele Kasonga,B
P. Rodrigo Fernandez De Heredia,A
Amadou Sidibe,B
Kenny Hasbrouck,A
Shaun Willett,A
Carlos Suarez,B
Dylan Lucien Van Eyck,A
Barra Njie,A
Craig Lecesne,A
Rolandas Jakstas,A
Calvin Hermanson,A
Ruben Lopez,A
Curtis Lee Davis III,A
Kaspars Vecvagars,A
Marko Bakovic,A
Kostas Vasileiadis,A
Petar Aranitovic,A
Darko Balaban,B
Jhornan Jose Zamora Mota,A
Ousman-Semega Krubally,A
Michalis Tsairelis,B
Zois Karampelas,A
Jerai Grant,B
Okaro White,A
Leonidas Kaselakis,A
Giannoulis Larentzakis,A
Tyler Dorsey,A
Howard Sant-Roos,A
Jalen Andreas Hudson,A
Georgios Papagiannis,B
Daryl Macon,A
Thomas Walkup,A
Hassan Martin,B
Lefteris Bochoridis,A
Epameinondas Savvas Papantoniou,A
Theodoros Zaras,A
Konstantinos Sloukas,A
Aleksandar Vezenkov,A
Giorgos Printezis,A
Giannis Agravanis,A
Kostas Papanikolaou,A
Dimitrios Agravanis,B
Jeremy Evans,B
Stefan Moody,A
Livio Jean-Charles,A
Shaquielle McKissic,A
Moustapha Fall,B
Michail Lountzis,A
Nemanja Nedovic,A
Stefan Pot,A
Stefan Momirov,A
Anthony Cowan Jr.,A
Ioannis Kouzeloglou,A
Eric Lockett,A
Evangelos Vangelis Margaritis,B
Nikos Chougkaz,A
Ioannis Papapetrou,A
Kenny Williams,A
Dario Hunt,B
Marin Maric,B
Diamantis Slaftsakis,B
Shakur Asiatic Juiston,B
Omer Netzip Oglou,A
Nikos Diplaros,A
Thomas Kottas,B
Xeyrius Clifton Williams,A
Giorgos Tsalmpouris,B
Stylianos Poulianitis,A
De'jon Davis,B
Giorgos Tanoulis,B
Giorgos Giouzelis,B
Jordan Floyd,A
Konstantinos Papadakis,A
Kim Tillie,B
Mihajlo Andric,A
Nikos Gkikas,A
Kendrick Ray,A
Abdul Gaddy,A
Devonte Green,A
Shonn Miller,A
Mustafa Muhaymin,A
Iosif Koloveros,A
Nikolaos Arsenopoulos,A
Giannis Athinaiou,A
Brandon Garrett,B
Vassilis Xanthopoulos,A
Dimitrios Stamatis,A
Gkay Gaios Skordilis,B
Nikolaos Rogkavopoulos,A
Giorgos Fillios,A
Andy Rautins,A
Konstantinos Gontikas,B
Glenn Cosey,A
Vassilis Christidis,B
James Kelly,B
Marek Dolezaj,A
Elijah Mitrou-Long,A
Cleveland Joseph Thomas,A
Eugene German,A
Rashad Vaughn,A
Phil Greene IV,A
Mike Henry,A
Toney Douglas,A
Jamar Abrams,A
Marcus Foster,A
Daniel Hamilton,B
Nicolas Laprovittola,A
Rokas Jokubaitis,A
Dzanan Musa,A
Tomas Satoransky,A
Ante Tomic,B
Joel Parra Lopez,A
Kyle Guy,A
Andres Feliz Sarita,A
Jan Vesely,B
Guillem Vives,A
Sergio Rodriguez,A
Simon Birgander,B
Nikola Kalinic,A
Fabien Causeur,A
Mario Hezonja,A
Sertac Sanli,B
Edy Tavares,B
Guerschon Yabusele,A
Miquel Salvo,A
Nico Brussino,A
Jonah Radebaugh,A
Aleksander Balcerowski,B
A.J. Slaughter,A
Khalifa Diop,B
Andrew Albicy,A
Josep Puerto,A
Christopher Jones,A
Alejandro Abrines Redondo,A
James Nnaji,B
Henry Ellenson,B
Sergio Llull,A
Darius Thompson,A
Joaquin Quino Colom,A
Philip Scrubb,A
Kyle Kuric,A
Dairis Bertans,A
Santiago Yusta,A
Alex Gregory Renfroe,A
Maik Kotsar,B
Thomas Bropleh,A
Ruben Guerrero,B
Eric Vila,A
Christian Eyenga,A
Howard Sant-Roos,A
Marek Blazevic,B
Lasannah V Kromah,A
Christian Diaz Rodriguez,A
Dusan Miletic,B
Justus Hollatz,A
Borisa Simanic,A
Maximo Fjellerup,A
Tryggvi Hlinason,B
Aleksandar Cvetkovic,A
Pere Tomas Noguera,A
Fernando Zurbriggen,A
Thomas Scrubb,A
Edgar Vicedo,A
Rokas Giedraitis,A
Alex Suarez,A
Damien Inglis,A
Matthew Costello,B
Shannon Evans,A
Roko Prkacin,A
Kameron Milton Allante Taylor,A
Victor Claver,A
Nikola Mirotic,A
Bojan Dubljevic,B
Vincent Yann Poirier,B
Lluis Costa,A
Pol Figueras Lopes,A
Josep Busquets,A
Markus Howard,A
Jaime Pradilla,A
Jeremiah Hill,A
Dani Diez,A
Mamadou Ndieye Niang,B
Ferran Bassas,A
John Shurna,A
Kyle Alexander,B
BJ Johnson,A
Yannick Kraag,A
Nigel Williams-Goss,A
Vanja Marinkovic,A
Petr Cornelie,A
Marc Gasol,A
Arturs Kurucs,A
Prince Ali,A
Marcel Ponitka,A
Jacobo Diaz Alejano,A
Vitor Benite,A
Alvaro Munoz,A
Leo Westermann,A
Jaume Sorolla,B
Volodymyr Gerun,B
Adam Hanga,A
Patricio Garino,A
Oriol Pauli,A
Sander Raieste,A
Viny Okouo,B
Victor Arteaga,B
Christian Mekowulu,B
Justinian Jessup,A
Oscar Leon Da Silva,A
Pablo Almazan Sierra,A
Juan Francisco Fernandez,B
Chris Wright,A
Marc Garcia,A
James Webb,A
Michael Caicedo Sanchez,A
Alberto Abalde,A
Xabier Lopez-Arostegui,A
Jovan Novak,A
Steven Enoch,B
Jasiel Rivero Fernandez,B
Luke Maye,A
Tadas Sedekerskis,A
Klemen Prepelic,A
Daulton Hommes,A
Gabriel Deck,A
David Walker,A
Mike Tobey,B
Amar Sylla,B
Aday Mara Gomez,B
Pau Ribas,A
Stefan Jovic,A
Pepe Pozas,A
Rudy Fernandez,A
Eulis Baez,A
Malique Lewis,A
Youssoupha Ndoye,B
Clevin Hannah,A
Jared Harper,B
Max Heidegger,A
Cory Higgins,A
Dino Radoncic,A
Jean Claudio Montero,A
Jeremy Senglin,A
Ken Horton,B
Cristiano Felicio,B
Dragan Bender,B
Pierria Henry,A
Billy Yakuba Ouattara,A
Ibrahima Fall Faye,B
Christopher Jones,A
Youssoupha Fall,B
James Gist,B
Giovan Oniangue,A
Paul Lacombe,A
Jeremy Leloup,A
Hamady Ndiaye,B
Brandon Jefferson,A
William Howard,A
Justin Bibbins,A
Elie Okobo,A
Boris Dallo,A
Vitalis Chikoko,B
Matthew Strazel,A
Donatas Motiejunas,B
Gregor Hrovat,A
Alpha Diallo,A
Dominic Artis,A
Darrin Anthony Govens,A
Yoan Makoundou,B
Gerald Ayayi,A
Lahaou Konate,A
Demonte Harper,A
Will Cummings,A
Hugo Invernizzi,A
Steeve Ho You Fat,B
Horace Spencer,B
Jean-Philippe Dally,A
Mathieu Wojciechowski,A
Malela Mutuale,A
Junior Mbida,B
Louis Cassier,A
Axel Philippe Jean Julien,A
Leo Westermann,A
Chris Warren,A
Vince Hunter,B
Ryan Boatright,A
Benoit Mangin,A
Vafessa Moise Fofana,A
Romuald Morency,A
Bodian Massa,B
Peter,A
Dylan Osetkowsky,A
Rasheed Sulaimon,A
Renathan Ona Embo,A
Jakeenan Gant,A
Kyle Allman,A
Loren Jackson,A
Timothe Joseph Christian Crusol,A
Dustin Sleva,B
CJ Massinburg,A
Ismael Kamagate,B
Ronald March,A
Alexandre Pierre Louis Chassang,B
Edouard Choquet,A
Gani Oladimeji Lawal,B
Miralem Halilovic,B
Paris Lee,A
Jerry Boutsiele,B
Johan Passave-Ducteil,B
Clement Cavallo,A
Devin Davis,B
Keith Hornsby,A
Abdoulaye Saadi N'Doye,A
Gauthier Denis,A
Bastien Pinault,A
Jacorey Williams,B
Luke Fischer,B
Jeremy Senglin,A
Hugo Robineau,A
Neal Sako,B
Nicolas Lang,A
Benjamin Sene,A
Johnny Berhanemeskel,A
Kruize Pinkins,B
Charles-Noe Abouo,A
Grismay Paumier,B
Tyler Stone,B
Lasannah V Kromah,A
Dominik Olejniczak,B
Mouphtaou Yarou,B
Maxime Roos,A
Juvonte Reddic,B
Enzo Goudou-Sinha,A
Pierre Pelos,B
Jean-Michel Mipoka,A
Kenneth Kadji,B
Thomas Wimbush,A
Rudy Demahis Ballou,A
Hugo Benitez,A
Will Thomas,A
Nick Johnson,A
Jessie Begarin,A
Dominique Archie,B
Tomer Ginat,A
Donte Lamont Grantham,A
Bruno Cingala-Mata,B
Mike James,A
David Lighty,A
Jamar Diggs,A
Marcos Knight,A
Maxime Courby,A
Femi Olujobi,B
Juhann Mathieu Begarin,A
Nathan De Sousa,A
Charles Lombahe Kahudi,A
Dwayne Bacon,A
Chris Horton,B
Boubacar Toure,B
Marcus Paige,A
D.J. Hogg,B
Bandja Sy,A
Kostas Antetokounmpo,B
Louis Marnette,A
Kennedy Meeks,B
Adam Mokoka,A
Lamonte Ulmer,A
Jeremy Nzeulie,A
Nianta Diarra,B
John Jenkins,A
Allan Dokossi,A
Assane Ndoye,A
Landing Sane,B
Danilo Andjusic,A
CJ Harris,A
Youssoupha Ndoye,B
Darius Johnson-Odom,A
Donta Hall,B
Nadir Hifi,A
Nobel Boungou Colo,A
Jean Salumu,A
Lucas Dussoulier,B
T.J. Campbell,A
Milan Barbitch,A
Brock Motum,A
David Michineau,A
Brandon Taylor,A
Antoine Diot,A
Jalen Jones,A
Victor Wembanyama,B
Jordan McRae,A
Kyle O'Quinn,B
Sadio Doucoure,A
Kyvon Davenport,B
O.D. Anosike,B
Marcquise Reed,A
Kaza Kajami-Keane,A
Dustin Ware,A
Mehdy Ngouama,A
Scottie Reynolds,A
Myke Henry,A
Rob Gray Jr.,A
Michael Stockton,A
Luke Nelson,A
D.J. Stephens,A
Kevin McClain,A
Zachery Peacock,A
Axel Toupane,A
Brynton Lemar,A
David Lighty,A
Abdoulaye Saadi N'Doye,A
Lahaou Konate,A
Malela Mutuale,A
Giovan Oniangue,A
Maxime Courby,A
Pierre Pelos,B
Anthony Brown,A
Bastien Pinault,A
Williams Narace,A
David Michineau,A
Dee Bost,A
Brian Conklin,B
Marcos Knight,A
Thomas Scrubb,A
Alpha Kaba,B
Chris Warren,A
Paris Lee,A
Johan Passave-Ducteil,B
Isaia Cordinier,A
Valentin Bigote,A
Romuald Morency,A
Luka Asceric,A
Damien Bouquet,A
Clement Cavallo,A
Damien Inglis,B
J. J. O'Brien,A
Steeve Ho You Fat,B
Lucas Thierry Fernand Bourhis,A
Mehdy Ngouama,A
Matthieu Gauzin,A
Matthew Strazel,A
Hugo Benitez,A
Assane Ndoye,B
Jeremy Leloup,A
Amine Noua,A
Petr Cornelie,B
Myles Hesson,A
Benjamin Sene,A
Johnny Berhanemeskel,A
Benoit Mangin,A
Charles-Noe Abouo,A
Dominique Archie,A
Thomas Ville,A
Rob Gray Jr.,A
Ismael Bako,B
Terry Tarpey,A
Gerald Ayayi,A
Paul Lacombe,A
Mickael Gelabale,A
Landing Sane,B
Rafael Yitshak Menco,A
Georgi Joseph,B
Garrett Sim,A
Vitto Brown,B
Luke Fischer,B
Sylvain Francisco,A
Digue Diawara,A
Antoine Diot,A
Mouphtaou Yarou,B
Boris Dallo,A
Junior Mbida,B
Antoine Eito,A
Maxime Roos,A
Vitalis Chikoko,B
Danilo Andjusic,A
Moustapha Fall,B
Mathias Lessort,B
Alen Omic,B
Chima Moneke,A
MiKyle McIntosh,A
Nikola Rebic,A
Paul Rigot,A
Kevarrius Hayes,B
Jonathan Flowers,A
Jimmie Taylor,B
Mathieu Wojciechowski,A
Aaron Best,A
Hamady Ndiaye,B
Pape Sy,A
Sean Armand,A
Archie Goodwin,A
Vincent Sanford,A
Travis Leslie,A
Rudy Demahis Ballou,A
Remy Lesca,A
Gary Florimont,B
Michael Umeh,A
Jeremy Nzeulie,A
Zachery Peacock,A
Neal Sako,B
Ekenechukwu Ibekwe,B
Charles Lombahe Kahudi,A
Scott Bamforth,A
Branden Frazier,A
Gavin Ware,B
Norris Cole,A
Jamel Artis,A
Marcquise Reed,A
Ivan Fevrier,A
Khalid Boukichou,B
Cameron Wells,A
Ibrahima Fall Faye,B
Kenny Baptiste,A
Brandon Brown,A
Martins Meiers,B
Cyrille Eliezer-Vanerot,A
Wilfried Yeguete,B
Teyvon Myers,A
Jordon Crawford,A
Dominic Waters,A
Gani Oladimeji Lawal,B
Joshiko Jorg Saibou,A
Josh Owens,A
Juvonte Reddic,B
CJ Williams,A
Corey Davis Jr.,A
Boubacar Toure,B
Lamonte Ulmer,A
Aleksej Nikolic,A
Guerschon Yabusele,A
Itay Segev,B
Tomer Ginat,B
Kaza Kajami-Keane,A
Jessie Begarin,A
Kevin Harley,A
Justin Bibbins,A
William Howard,A
Briante Weber,A
Ovie Paul Soko,B
Bruno Caboclo,B
Tyler Stone,B
Ronald March,A
Zack Wright,A
Owen Klassen,B
Tahjere McCall,A
Victor Wembanyama,B
Maciej Boleslaw Lampe,B
Egidijus Mockevicius,B
JR Jay Lawrence Threatt,A
Jamel Morris,A
Hugo Mienandi,A
Ousmane Drame,B
Darius Johnson-Odom,A
Codi Miller-McIntyre,A
Justin Wright-Foreman,A
Kristopher Richard,A
Gerald Robinson,A
Mareks Mejeris,A
Or Cornelius,A
Levi Randolph,A
Speedy Smith,A
Khadeen Carrington,A
Zach Hankins,B
Muhammed Baygul,A
Siim-Sander Vene,A
Margiris Normantas,A
Elvar Mar Fridriksson,A
Benedek Varadi,A
Martynas Echodas,B
Yigit Arslan,A
Gytis Masiulis,A
Marcus Foster,A
Gytis Radzevicius,A
Jerry Boutsiele,B
Wayne McCullough,A
Hayden Dalton,B
Akwasi Yeboah,A
Jamar Smith,A
Gabriel Olaseni,A
Joe Ragland,A
Anthony Markel Starks II,A
Chris Johnson,A
Niv Misgav,A
Huseyin Goksenin Koksal,A
Dogus Ozdemiroglu,A
Dylan Jonathan Howell Ennis McIntrye,A
Marvin Jones,B
Sadik Emir Kabaca,B
Angelo Caloiaro,A
Ivan Almeida,A
Aaron Broussard,A
Terrell Carter II,B
Toney Douglas,A
Ercan Osmani,B
Berk Ugurlu,A
Suleiman Braimoh,A
Langston Hall,A
Breein Tyree,A
Tre'Shawn Thurman,B
Keye van der Vuurst de Vries,A
Mindaugas Kuzminskas,A
Eric McCollum,A
Ryan Evans,A
Bryant Dejuan Crawford,A
Rob Gray Jr.,A
Vitto Brown,A
C.J. Harris,A
Tony Carr,A
Juan Ignacio Marcos,A
Didac Cuevas Simarro,A
Junior Saintel,A
Xabier Beraza Pozo,A
David Font Rodriguez,A
Pau Tendero Tendero Salom,A
Jaume Sorolla,B
Quentin Goulmy,A
Alberto Corbacho de la Cruz,A
Victor Moreno Martin,A
Urko Otegui Esnaola,B
Drew Guerbert,A
Adrian Mendez Carrion,A
Menno Dijkstra,B
Bruno Diatta,B
Javier Hernandez,A
Julio De Assis,A
Jorge Jimenez Martin,A
Ruben Lopez,A
Alberto Moreno Trujillo,A
