minutes
29.216666666666665
20.566666666666666
20.05
20.55
23.466666666666665
18.283333333333335
15.983333333333333
20.0
24.666666666666668
28.35
27.0
22.85
18.2
14.6
13.666666666666666
12.216666666666667
21.966666666666665
22.8
24.116666666666667
11.866666666666667
22.366666666666667
21.583333333333332
25.016666666666666
16.933333333333334
31.783333333333335
15.983333333333333
18.066666666666666
18.783333333333335
11.833333333333334
22.883333333333333
24.333333333333332
26.766666666666666
33.15
23.183333333333334
22.466666666666665
18.85
17.716666666666665
25.75
32.13333333333333
17.85
20.7
11.05
24.75
21.75
27.066666666666666
9.6
29.666666666666668
32.666666666666664
18.9
25.583333333333332
11.633333333333333
18.533333333333335
22.483333333333334
22.6
24.35
22.733333333333334
24.716666666666665
25.383333333333333
21.416666666666668
18.8
25.15
24.166666666666668
25.533333333333335
18.4
24.833333333333332
26.983333333333334
20.2
24.266666666666666
17.733333333333334
19.916666666666668
14.533333333333333
27.616666666666667
26.8
22.683333333333334
16.683333333333334
27.183333333333334
23.116666666666667
25.066666666666666
24.966666666666665
31.4
25.05
21.216666666666665
27.1
34.083333333333336
32.0
24.2
36.983333333333334
20.65
24.05
18.55
17.1
22.266666666666666
20.716666666666665
21.6
23.65
17.35
20.866666666666667
19.616666666666667
26.183333333333334
25.8
16.75
19.4
20.166666666666668
17.233333333333334
19.2
18.25
21.2
27.666666666666668
18.383333333333333
23.333333333333332
21.416666666666668
16.283333333333335
19.3
23.916666666666668
15.083333333333334
18.433333333333334
25.183333333333334
25.666666666666668
19.633333333333333
20.483333333333334
14.866666666666667
17.116666666666667
20.65
17.883333333333333
30.183333333333334
21.466666666666665
12.566666666666666
18.25
10.683333333333334
22.283333333333335
24.15
19.0
22.0
21.183333333333334
10.15
15.133333333333333
15.783333333333333
20.966666666666665
20.75
19.133333333333333
21.85
15.516666666666667
27.633333333333333
17.45
24.1
25.4
15.566666666666666
20.5
16.083333333333332
25.233333333333334
15.583333333333334
13.666666666666666
16.616666666666667
24.0
19.183333333333334
21.683333333333334
26.5
16.35
17.0
19.75
21.483333333333334
20.016666666666666
