
Cluster 0:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
min,1.0999999999999996,0.0,0.4499999999999998,1.8199999999999994,0.19999999999999993,0.0,0.0899999999999997,0.0,0.0,0.0,0.0,0.24999999999999817,0.09999999999999899,0.19999999999999998,0.16999999999999807,0.5599999999999992,0.0,0.0,19.0,16.000000000000004,71.0,0.14999999999999852,0.0,0.0,0.0,0.0,0.4299999999999991,1.4499999999999984,0.0,0.0,0.0,0.08999999999999783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
25%,6.0,0.8699999999999994,2.2378626556215,5.399999999999999,0.38999999999999985,0.67,2.1999999999999984,0.2899999999999985,0.8399999999999991,1.1699999999999988,0.679214043274559,0.9399999999999992,1.1899999999999988,2.4999999999999987,0.45999999999999885,2.299999999999998,0.119999999999998,0.2599999999999995,40.19977058815331,38.0,90.0,0.8500000000000001,0.5099999999999995,0.47177341726160943,0.19999999999999876,0.6199999999999993,1.758831347387717,4.3,0.26999999999999935,0.5187038611309139,0.4699999999999986,1.4674999999999983,0.1499999999999992,0.42952906350914793,0.07999999999999863,0.2099999999999995,0.0,0.029999999999999593,0.0,0.07999999999999922,0.0,0.047652414017127234,0.11999999999999858,0.18612775960618522,0.0,0.059999999999998235,0.0,0.02999999999999808,0.17999999999999997,0.4399999999999985,0.07999999999999832,0.17999999999999972,0.06999999999999904,0.17999999999999888,2.0
50%,8.037205193020345,0.9499999999999992,2.9999999999999982,6.999999999999999,0.4299999999999995,1.0549999999999986,3.099999999999999,0.3399999999999986,1.2915777467416514,1.7499999999999993,0.7599999999999986,1.3299999999999992,1.7799999999999998,3.499999999999999,0.5099999999999993,3.1294613567807072,0.24307182603198513,0.5406756951968218,46.99999999999999,44.00000000000001,94.99999999999999,1.1799999999999986,0.549999999999999,0.5190824271566252,0.3299999999999997,0.8860347398240626,2.3999999999999995,5.604856744285868,0.4299999999999986,0.7714189237992053,0.6898708677685936,1.9100000000000001,0.2599999999999997,0.6699999999999993,0.16999999999999982,0.4299999999999977,0.08999999999999823,0.2099999999999985,0.06121514289944888,0.17999999999999966,0.04999999999999993,0.15094368897521507,0.24999999999999997,0.3799999999999988,0.08999999999999996,0.28999999999999915,0.029999999999998868,0.08999999999999882,0.34995683453237225,0.7599999999999997,0.16986640861026991,0.36999999999999855,0.15999999999999986,0.35738499999999784,2.0
75%,10.999999999999998,1.0299999999999996,3.7714768339768328,8.332684649339143,0.47,1.519999999999999,4.219693164589007,0.37999999999999967,1.8904236700252457,2.4999999999999982,0.8199999999999996,1.8099999999999994,2.499999999999999,4.699999999999999,0.56,4.299999999999999,0.5999999999999983,1.379999999999999,54.0,51.00000000000001,99.0,1.5399999999999991,0.5899999999999995,0.5599999999999978,0.4999999999999981,1.2007666038624583,3.0999999999999983,7.0,0.6306571492470553,1.0743684047569029,0.9099999999999994,2.3999999999999986,0.40707273111504405,0.9599999999999986,0.3799999999999982,0.9300510204081629,0.26999999999999846,0.6014868413828434,0.16726230568227918,0.42999999999999955,0.11999999999999994,0.3299999999999978,0.41999999999999926,0.6399999999999992,0.32999999999999896,0.9199999999999982,0.08999999999999903,0.2574447480743782,0.5699999999999983,1.2003961719032137,0.28999999999999926,0.6199999999999999,0.2899999999999984,0.6309853361945631,2.0
max,19.0,1.3599999999999983,6.999999999999998,14.999999999999998,0.6699999999999997,3.2186384976525817,8.999999999999998,0.5599999999999982,6.171641634722135,7.111397389974651,0.9999999999999996,4.299999999999999,5.999999999999998,11.0,0.7499999999999984,9.0,2.799999999999999,5.999999999999999,72.0,69.0,115.0,9.0,0.7699999999999999,0.74,1.669999999999998,3.099999999999999,6.0,14.0,2.199999999999998,3.4999999999999982,2.3931924882629088,4.499999999999997,1.209999999999998,2.699999999999998,1.4399999999999982,3.6999999999999993,2.1999999999999984,4.599999999999998,1.3092525436253046,3.2999999999999985,1.1699999999999995,3.0,1.8154501969611705,2.9999999999999996,1.33,3.099999999999997,0.41999999999999893,1.0799999999999983,2.6,4.399999999999998,1.669999999999999,3.4999999999999987,1.7499999999999987,2.8999999999999995,2.0

Cluster 3:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
count,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0,375.0
mean,9.896959746859675,1.0027219093454722,3.691216120058638,7.472792960114651,0.48978840586708355,0.8102939921878013,2.295689927815563,0.32893852212866315,1.6849925789926867,2.293703279612814,0.7305979032317005,1.319558274797448,2.8816193147072307,5.184848645024903,0.5498085955009353,3.1842813497500906,1.8104685662883018,4.159812451764037,45.75973434082436,43.78011919048599,95.60902596698179,1.094615988132333,0.5781357887422643,0.5135102131201809,0.34278306931427877,0.8626587249359183,3.0729052408222257,6.3385429945729435,0.3229543708355131,0.5084808112511141,0.5694169933107768,1.532339128296225,0.19772065560105448,0.45921840188087965,0.12141860346321012,0.28319364244395084,0.579910344464676,1.2451229405173903,0.05839652241568427,0.1555693576212383,0.01679545331105493,0.04912822798774948,0.4534954161502398,0.6653348333019438,0.021415519393538578,0.050166662892295905,0.4144491649424812,1.0145742035763738,0.2593188567624683,0.5201116987388307,0.1383890052275255,0.270537740759573,0.12127768132836472,0.24940486851898538,3.0
std,3.244721005846512,0.11388909348035328,1.2203041346136598,2.2180355021610154,0.068004312503984,0.6021769289550514,1.5216619888887584,0.12587938748187763,0.9317744115551074,1.218666366773099,0.10753846825954802,0.6776642493887937,1.3142370041748137,2.232338528825335,0.0655403739834827,1.6037050537809008,0.8943637863704114,2.0678520571063888,9.571167581090357,9.554367174471592,6.171317986577209,0.5264975393840544,0.059892990831333634,0.13621220255039543,0.19838774784268753,0.4224132831774936,1.0847869707111748,1.9819334790375265,0.23926704554745146,0.3457767021595389,0.3395057913906666,0.7825484709908944,0.18125932290603008,0.3852624746049639,0.14206223976959004,0.3214496117183108,0.45205111262281195,0.8640332407046333,0.08121982951078127,0.18376899756336468,0.03872303362712089,0.08082239497920711,0.26442346236997094,0.3588878252655449,0.058827091710361656,0.1226413386622204,0.19805485757960087,0.4491346235829136,0.2192003853211098,0.408168299821541,0.1440915011282111,0.260990169053185,0.13307581322209044,0.2408568245182368,0.0
min,1.9999999999999996,0.5799999999999997,0.5799999999999997,2.3,0.24999999999999994,0.0,0.0,0.0,0.0,0.19999999999999865,0.0,0.09999999999999991,0.41999999999999865,0.9999999999999998,0.3199999999999993,0.2299999999999993,0.17999999999999966,0.4599999999999986,21.0,21.0,75.0,0.1599999999999992,0.35999999999999943,0.0,0.0,0.06999999999999951,0.41999999999999865,1.8299999999999994,0.0,0.0,0.0,0.03999999999999872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09129089209678998,0.0,0.0,0.0899999999999984,0.25,0.0,0.0,0.0,0.0,0.0,0.0,3.0
