player_name,season,off_score_1,off_score_2,off_score_3,def_score,reb_score
Amar Sylla,2022-2023,73.13990232691755,1.924734271760988,2.298190175237001,90.86469405343291,90.86469405343293
Aday Mara Gomez,2022-2023,98.96581442114336,7.411663315139327,1.350186727951738,98.67854064923873,98.67854064923873
Pau Ribas,2022-2023,22.78081011203677,46.56707842573973,19.706980752657284,30.33611031312841,30.33611031312841
Stefan Jovic,2022-2023,37.891410514220055,79.60356219477161,79.91956334386671,68.62970410801493,68.62970410801493
Pepe Pozas,2022-2023,2.671646078713014,47.71617351335823,78.74174087905774,5.802930192473427,5.802930192473427
Rudy Fernandez,2022-2023,1.235277219189888,27.492099971272623,25.825912094225796,10.08330939385234,10.08330939385234
Eulis Baez,2022-2023,13.358230393565067,10.973858086756678,4.941108876759552,67.79661016949152,67.79661016949152
Malique Lewis,2022-2023,36.19649525998276,16.00114909508762,45.53289284688308,11.950588911232405,11.950588911232405
Youssoupha Ndoye,2022-2023,90.92214880781384,13.444412525136451,28.727377190462512,98.44872163171502,98.44872163171502
Clevin Hannah,2022-2023,9.709853490376329,90.7210571674806,89.94541798333812,5.486929043378339,5.486929043378339
Jared Harper,2022-2023,12.209135305946567,93.22033898305084,53.51910370583166,25.62482045389256,25.62482045389256
Max Heidegger,2022-2023,26.716460787130135,99.94254524561909,33.92703246193622,33.61103131284114,33.61103131284114
Cory Higgins,2022-2023,35.10485492674519,55.27147371444987,52.08273484630853,83.62539500143636,83.62539500143636
Dino Radoncic,2022-2023,72.82390117782246,3.648376903188739,26.027003734559035,27.434645216891695,27.434645216891695
Jean Claudio Montero,2022-2023,49.06636024130997,85.80867566791152,86.29704108014938,57.05257110025854,57.05257110025854
Jeremy Senglin,2022-2023,56.24820453892559,35.90922148807814,94.51307095662166,64.32059752944556,64.32059752944556
Ken Horton,2022-2023,65.87187589773053,51.59436943407067,18.615340419419702,57.54093651249641,57.54093651249641
Cristiano Felicio,2022-2023,89.77305372019535,11.89313415685148,25.33754668198793,76.67336972134444,76.67336972134444
Dragan Bender,2022-2023,90.807239299052,32.232117207698934,54.92674518816432,91.55415110600404,91.55415110600403
Pierria Henry,2022-2023,50.79000287273771,52.915828784831945,29.043378339557595,74.43263430048836,74.43263430048836
Billy Yakuba Ouattara,2021-2022,39.64378052283826,41.309968399885086,43.866704969836256,30.91065785693766,30.91065785693766
Ibrahima Fall Faye,2021-2022,84.91812697500718,12.381499569089344,28.756104567652972,91.6403332375754,91.6403332375754
Christopher Jones,2021-2022,62.223498994541806,59.55185291582878,90.29014650962368,56.53547831083022,56.53547831083022
Youssoupha Fall,2021-2022,98.79345015800055,1.4938236139040506,5.285837403045102,88.99741453605286,88.99741453605286
James Gist,2021-2022,82.50502729100833,19.850617638609595,16.633151393277792,81.5282964665326,81.5282964665326
Giovan Oniangue,2021-2022,34.156851479459924,75.66791151967826,76.41482332663028,11.43349612180408,11.43349612180408
Paul Lacombe,2021-2022,25.940821602987647,53.63401321459351,89.77305372019535,10.370583165756967,10.370583165756967
Jeremy Leloup,2021-2022,24.561907497845446,48.807813846595806,53.174375179546104,21.05716748060902,21.05716748060902
Hamady Ndiaye,2021-2022,73.57081298477449,3.7632864119505887,10.05458201666188,83.71157713300775,83.71157713300775
Brandon Jefferson,2021-2022,29.9626544096524,93.36397586900316,75.61045676529733,65.41223786268314,65.41223786268314
William Howard,2021-2022,40.907785119218616,70.89916690606147,60.327492099971266,72.59408216029877,72.59408216029877
Justin Bibbins,2021-2022,28.583740304510197,95.03016374605,71.4162596954898,73.36972134444125,73.36972134444125
Elie Okobo,2021-2022,52.7147371444987,77.07555300201092,81.8442976156277,52.657282390117786,52.657282390117786
Boris Dallo,2021-2022,65.44096523987359,86.69922436081586,71.33007756391841,34.156851479459924,34.156851479459924
Vitalis Chikoko,2021-2022,99.74145360528584,11.404768744613616,9.48003447285263,85.57885665038782,85.57885665038782
