
Cluster 0:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
std,1.5215562669292406,6.1056091589034995,0.604801469248826,1.013719321335936,0.1316716158147286,0.11897720120168401,0.3434133775513289,0.1345577999526236,0.43496786862031817,0.5994384856328872,0.16341359228410055,0.3031400202250922,0.6006526177362865,0.9747306996570392,0.1392762789495725,0.7373683003593922,0.3150166692877991,0.305706259503718,5.3615029016531075,5.345899551226858,533.5863029606928,0.3435149744346429,3.547325652111436,0.13712782873294066,0.0701304609004993,0.16257400847391965,0.5348568640884903,0.9162034925901051,0.09508616962600196,0.1223928708676382,0.09761342999688159,0.2508193296924756,0.04282924611665698,0.08668968373980972,0.435017442516929,0.4295336239418257,0.48242842886955223,0.42489090943274116,0.34768902878589447,0.3739565222503494,0.2803509133968656,0.2871627351817401,0.3913294738427625,0.3550590613986529,0.23198323743274007,0.24346307060849887,0.6386292116602598,0.6030962205420843,0.4358748944320378,0.4459887747422221,0.4273230757647511,0.428444629013899,0.41565974418326396,0.43228986020614923,0.0
min,0.8522083333333318,6.279081114872348,0.38781810893493457,0.8068055555555547,0.08289473684210513,0.0,0.0,0.0,0.0,0.17345833333333333,0.0,0.02419354838709625,0.38781810893493457,0.8068055555555547,0.08442982456140312,0.0483870967741925,-0.9588735630567908,-0.916914800366816,8.376666666666667,7.368421052631579,725.4814947394633,0.0282258064516125,3.6716000407343476,0.06675014727621453,0.0,0.0,0.3694694874365398,0.7544722222222214,0.0,0.0,0.0,0.0,0.0,0.0,-2.9797164920763612,-3.4066800968012636,-2.228302546182559,-1.087401314235212,-2.475514349804669,-2.953038751290811,-2.2885378241311174,-2.6738829530784076,-0.9668810776074278,-0.7797728123362051,-2.2670174399263674,-2.4282501381086883,-1.3258345648314702,-1.35310593505594,-2.9951426411234436,-2.921387976767392,-2.8640498305082254,-2.618471270062689,-2.3645656258376833,-2.7164662580050343,3.0
25%,3.1828455798894577,17.24283333333333,1.254693898443897,2.235912469045771,0.23814699024172836,0.0,0.0,0.0,0.5159999999999995,0.8195344982078845,0.2673536921940847,0.3001946581196569,1.1778910256410247,2.0797530864197515,0.24973899147727208,0.7528953072390563,0.6017634302189125,0.5874886054544349,17.441666666666666,16.548637820512816,1649.3373777805336,0.2639975859260909,10.5105,0.24067688223938147,0.0,0.04231461638470638,1.073746630727762,1.9913852466977466,0.06086036963392721,0.09357301587301561,0.015152183973548507,0.06363963315844186,0.0,0.021717032967032264,-0.7873904323177972,-0.8718705841077126,0.22255408580409877,0.3018407349860539,-0.7130205777212808,-0.8280278735321397,-0.7079325516292168,-0.802248238064518,0.3506945045537063,0.37364634845469563,-0.6956656812293782,-0.7438619315479911,-0.3056976744472253,-0.17689683525288064,-0.8881685360652232,-0.9960070746191438,-0.8493469212683266,-0.9066901809999874,-0.8044433347517923,-0.8902780424077101,3.0
50%,4.095301813856675,21.51371794902053,1.6243076923076916,2.9122420521011922,0.31840259740259574,0.0,0.04440476190476057,0.0,0.726517730496453,1.1557003205128191,0.36179843597262856,0.4630527003643704,1.5477455837173564,2.6166289198606254,0.3293802035152622,1.1387424155145913,0.7960263616599226,0.7748040146656354,21.690740740740743,20.56937267365209,2043.333333333333,0.3978829365079357,12.91489878697585,0.32217772692600954,0.03976738755043607,0.11989096730704306,1.426565040650405,2.5738766064062695,0.11089775641025615,0.15003828197945757,0.057704861111110825,0.19114883250597475,0.02350574712643571,0.06054974916387891,-0.5046386192121473,-0.590331971714794,0.5718794260590486,0.5684409124691172,-0.5178288990558353,-0.5690514997011545,-0.5381293928603057,-0.6120083168378838,0.5787862787297315,0.6147972902158035,-0.5308850839465603,-0.5701503889768781,0.23430031178872895,0.29734213637987217,-0.5929316617738722,-0.6312613908473828,-0.5492171071070684,-0.598171771811632,-0.5369361349108508,-0.6035286487006832,3.0
75%,5.110839793281653,25.801875,2.0392109634551483,3.5424431818181796,0.4092406346801088,0.08952136160975727,0.3486917726550066,0.16041781567489072,1.0185693108974354,1.5498721590909081,0.4673506433823511,0.6464715077899801,1.9825107400620103,3.332013888888887,0.42382670317820137,1.6111992779985205,1.0043548280705283,0.9838417115120183,25.604166666666668,24.07105133442266,2410.7791666666667,0.6229002647044042,15.344625,0.41409568197543584,0.08565148835838332,0.2246758814102564,1.8033270676691722,3.1889200831847875,0.1809574505649706,0.23663989898989776,0.13690870546427766,0.37600825593395115,0.05610650768134541,0.12334560043576653,-0.23167725906249806,-0.3547670513798208,0.8425651329512366,0.814976865557745,-0.3134355579818353,-0.34221262825124393,-0.38085249820159806,-0.4459691972792418,0.8390666447196677,0.8308585673029796,-0.4085615227865078,-0.44476088096972455,0.6862997209181764,0.6794115232401706,-0.33957747557104784,-0.3743610221532302,-0.282847484413274,-0.34551223117379337,-0.2837231339261062,-0.34227044601381973,3.0
max,10.53763440860215,40.95583333333333,3.9926666666666666,6.78,0.9925175036829286,0.7662037037037014,2.14604427747003,0.904337037259712,2.8277173913043474,3.6826086956521737,1.943747381791111,2.039756944444443,3.9926666666666666,6.78,1.2551674441536764,4.785029469149523,1.9317698546562299,1.8830555118374412,34.416666666666664,35.98148148148149,3551.0,2.314673156607744,23.747499999999995,1.1376312676446658,0.46096747967479595,0.9969166666666667,3.161290322580645,6.026666666666667,0.5373586956521734,0.7899169244173359,0.5390975609756089,1.3205989583333335,0.2933333333333326,0.5866666666666652,0.8140789402331424,0.5389727633417079,1.7795902108142618,1.5949893620415396,0.9604841324836737,0.6868181415063362,0.7413395008495036,0.11330612901854363,1.7149168068450378,1.6907217755714865,-0.0468884532705423,-0.16353910390068213,3.7104750824554196,3.8569664179886205,0.5050437030560287,0.3084581888917024,0.44836222423814454,0.3950391560832753,0.6704604069290125,0.5061410272511537,3.0

Cluster 4:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
count,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0,534.0
mean,2.902166673866561,19.18491451680042,0.9945750836701968,2.4452797812945333,0.27188359423023084,0.5103451204259388,1.4767597636334735,0.22473060136459502,0.3989206759500792,0.5347259258396195,0.48745903501981624,0.6376197468392995,0.48389356063297984,0.9658198495234819,0.33128405289455365,1.5274758351979336,-0.3967467345277185,-0.387078002402724,21.046696589204494,19.937397397341012,1993.8247384515469,1.0072621581009946,11.243256498013071,0.3391382122708717,0.1855073983810966,0.4778611618516145,0.7670779350023688,1.9207307773294644,0.1497076234072791,0.28076589020166076,0.3471232282921984,0.9576810008642789,0.08644285936011134,0.23245249164659673,-0.14809539254347023,-0.1237716793842845,-0.47661231614617033,-0.48434559374623126,-0.5160322868496777,-0.5241293627137925,-0.30818921749004025,-0.29987939861106805,-0.41422558413933436,-0.422171768227842,-0.3854461848837856,-0.3500796844397554,-0.26208719447649204,-0.2687199458351427,-0.5590330087707311,-0.5352640459410571,-0.4838636992512173,-0.4907808396370253,-0.5159182187245966,-0.4947947697874628,4.0
std,1.0868943202262875,6.190486066110463,0.3626453429453132,0.8116624305268616,0.09943037078127652,0.2759133680129409,0.6745882749605445,0.08966541299086979,0.2469014376309371,0.3147603391280323,0.19477721986402263,0.40686069059908464,0.24555292680556748,0.4283338953087055,0.13077411984258977,0.9657671648542417,0.5029263308866166,0.5318697524485057,5.06998099805281,5.168970891286996,516.2495358604141,0.6888140855781314,3.496391121338469,0.12188583966138451,0.11534509063690256,0.24100190068250255,0.30070289918420257,0.6759100279073953,0.09893602433010176,0.16431823783857843,0.17001872336484977,0.39528373519881044,0.06775498505291681,0.13991620830102955,0.6320599297483086,0.6324212197380437,0.36869172560605024,0.3978834948531529,0.34883315934794007,0.36011283077450223,0.5018292709515529,0.4842511889528771,0.5296443766011106,0.534104521364577,0.3639047536221871,0.38199324014683655,0.5264039795448442,0.5662818921563755,0.421652973671128,0.40403336793724964,0.4385978764218002,0.433388986608922,0.44901422451167794,0.42240754838446415,0.0
min,0.646666666666666,0.0,0.187533333333333,0.743666666666666,0.08083333333333301,0.0,0.0,0.0,0.0,0.0,0.0,0.04504761904761872,0.04825,0.0965,0.09913888888888853,0.13514285714285704,-1.972665150817054,-2.118589294601307,6.217295597484276,5.957319713959579,600.6695655062449,0.10238095238095234,0.0,0.090533333333333,0.0,0.08995551594125098,0.1358,0.5537745098039201,0.0,0.0,0.023920644479936498,0.18517857142857122,0.0,0.0,-2.0882671892985827,-1.9738271768973998,-1.5616556499242542,-1.7260794180881114,-1.734908474373884,-2.0695706955498596,-1.6038701877545325,-1.8739306419878514,-2.027283737765654,-2.156255977607575,-1.5887881112028233,-1.7017844161706153,-1.2641688261057076,-1.5092918647497022,-2.2836811067118683,-2.4169627917031167,-2.003592984138375,-2.176364281661377,-2.2267855347168166,-2.3195342063120092,4.0
25%,2.107352138426953,14.999708333333334,0.7192916666666659,1.839616167889217,0.199640452198029,0.30926080586080484,0.9770673076923065,0.16164505554776137,0.22474505173189258,0.31783333333333236,0.35245312571304677,0.36746162508662394,0.30681649245063725,0.6510011312622211,0.2390755208333333,0.882818445827664,-0.694111193367801,-0.7172569324199831,17.6575,16.5875,1656.6166666666668,0.5634267626613689,8.960875000000001,0.2506320968290387,0.09848074884244153,0.29231145833333333,0.5418438568951123,1.4267442281812,0.07973142857142818,0.16272086166638955,0.2285384615384601,0.67733108108108,0.03497481962481932,0.12410458579367815,-0.5865784806527398,-0.5409205515891373,-0.6950654334696715,-0.7254103532490477,-0.7213533086646964,-0.7225139007103305,-0.6455233151446893,-0.6209987534931377,-0.7272722661096841,-0.7500464032267257,-0.6200391799139006,-0.5979777282578989,-0.6213236880751583,-0.6449141355075192,-0.8187349283233494,-0.7472114714396185,-0.7464833332690064,-0.7619685869780127,-0.7862065196862262,-0.7222067012261352,4.0
50%,2.7527069275753484,18.856499999999997,0.9570436507936498,2.380031829015853,0.2581557971014484,0.4603108465608451,1.372550150829561,0.21231954508963874,0.3583317460317449,0.4843116968266449,0.4608684210526308,0.5415989589829693,0.4521947174447155,0.8950790984800845,0.3195610665368791,1.293859965228386,-0.39230122473313006,-0.3673986652971145,21.074999999999996,19.63944935575538,1961.6408720082838,0.8525520067580619,11.12516024267798,0.32258086021505306,0.16745278872097463,0.43689202839202723,0.7487328671851166,1.8687196356275297,0.1370670329670325,0.2547772331154677,0.3273700597181589,0.909769573718433,0.07477608021577507,0.20502380952380866,-0.17852722019817518,-0.14494903378751753,-0.5068931203011557,-0.5110848839139397,-0.51988275364012,-0.5158573805833724,-0.37768512467268334,-0.32194514385467166,-0.4119126713557452,-0.39698494715562804,-0.4261575577934299,-0.3903267847319719,-0.4163814784292895,-0.37728456343195604,-0.5094467687783157,-0.4755321504691076,-0.4647244691248314,-0.4553230345751117,-0.4928467690183712,-0.46382147619963143,4.0
75%,3.5714379084967316,23.084125,1.2247436647173489,2.961623883928571,0.32913598111658393,0.6607756410256409,1.9340165317138993,0.2780672463768112,0.5270776750462409,0.6940496724795532,0.5907645325203247,0.7670854545454543,0.6158657407407395,1.241588928088194,0.3928947368421029,1.857638221153846,-0.093052023302061,-0.04478170774130882,24.279166666666665,23.192064925133238,2328.079166666667,1.2211157547720635,13.464000000000002,0.41510193452380945,0.24314129529600229,0.6016669158786759,0.9327825552825537,2.3231578947368416,0.19691697379197295,0.3631388888888875,0.45008659672704465,1.2155328947368416,0.12622397563948481,0.31741719979319005,0.2720868053688585,0.23889616865382163,-0.27573010924892893,-0.24077150511227352,-0.30962788801181984,-0.2869560847254542,0.02299707615888629,-0.01388523081247136,-0.0456169463760496,-0.038039573186641876,-0.19722909122399132,-0.09310149948342207,0.03911583956868747,0.04917849678176976,-0.2657039609820788,-0.2526948124941829,-0.18144558718704282,-0.19841074615729606,-0.25453021357883854,-0.22309788402349767,4.0
max,7.3125,43.26666666666667,2.19375,5.654901960784311,0.7123430900687179,1.7004098616513634,4.251024654128412,0.6119232162981677,1.90125,2.5071428571428567,1.3114285714285698,2.851817280570765,1.6400892857142837,2.695714285714286,0.8249583333333333,6.552560094159615,1.0101288156765638,1.0081746589695628,39.333333333333336,39.333333333333336,3894.0000000000005,5.879655172413791,24.386666666666667,0.8799048028209632,0.7854754901960779,1.5505490196078404,1.8699107142857136,4.23535714285714,0.6685714285714269,0.9759459459459433,1.0215588235294113,2.316527777777777,0.39692982456140335,0.7224122807017535,1.4749569458663605,1.6470567243802536,0.6115235693693735,0.6899387098338429,0.6802357564471979,0.9289897342946813,1.6324346342624827,1.4213731469319648,0.969408093509753,0.9956120245119005,0.8079595012684512,1.077415346461812,1.772057106156431,1.7112463215441405,0.5996010095861964,0.43682692126850864,1.1052723793152033,0.934152570930436,0.9735791986225446,0.8480612149817538,4.0
