
Cluster 0:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
min,1.0983333333333334,6.804714003944773,0.3984583333333324,1.0086734693877544,0.06140610328638494,0.0,0.07095744680850925,0.0,0.019116347190511453,0.019116347190511453,0.08638297872340371,0.10277192982456113,0.11929513888888846,0.3023993055555551,0.06859999999999966,0.2268070175438584,-1.9929139039107433,-2.1205809902249455,8.408333333333333,8.0659475247881,807.5223731733067,0.08859649122806948,4.247147420403401,0.06970422535211174,0.0,0.043191489361701856,0.25108333333333244,0.7890090090090082,0.0,0.0,0.0,0.043191489361701856,0.0,0.0,-2.0667146059381647,-2.362854161642701,-1.643434962130366,-1.7082649014708484,-1.235256046339937,-0.8407671250482859,-1.1938900461307325,-1.0653749400282433,-2.1011216167890856,-1.8092793939857488,-0.7786808016743532,-0.47332690461900234,-1.450068022686158,-1.2245722153374967,-1.1174441430802295,-0.7408998204705372,-1.1722553750023204,-1.3158032518243428,-1.0913696628919376,-1.1513422523172019,2.0
25%,2.5355072463768114,13.868374999999999,0.8731644163763059,2.2548076923076925,0.1413618082368076,0.3009379446138203,0.9831695402298839,0.11010885416666666,0.37858395127118627,0.5245184768822762,0.27085809207403816,0.9719621136290779,0.46609787356321775,1.0411443713450284,0.1646641025641011,2.2562499999999996,-0.5217074870761458,-0.5446346794173283,17.5,16.076265698587125,1609.775,0.6198773346517237,8.731986064860186,0.17097218760385385,0.10690928689883757,0.31804166666666556,0.6639074595355375,1.7775905797101434,0.08758578431372416,0.19221924603174512,0.14371042567767855,0.44378773332027444,0.04782590075154593,0.1576579023514894,-0.43929082626620786,-0.3446386529522135,-0.5141789640935284,-0.5478134439100361,0.005491172471336898,0.0650141951141182,-0.0093865975593197,0.08567795992960363,-0.6494594854555484,-0.6371231967348832,0.24312863759077952,0.28196529016907457,-0.4669358935318161,-0.5166861419237172,0.04465698379486207,0.0936659338893642,-0.006101981939859927,0.0541665889323533,-0.051339635339128276,0.034464651543403835,2.0
50%,3.3377882513661197,17.524909491232442,1.1346576923076914,2.8818440769406646,0.17847450466200399,0.42612244062243926,1.3791398224043705,0.1419478623608063,0.5689822309099519,0.7681427350427346,0.3417857142857126,1.4126473601260827,0.6584148848684209,1.4279504048582987,0.2061838496955427,3.3943484481360606,-0.35028343578916066,-0.3434807120058888,21.025,19.745643939393936,1969.5165836264164,0.8780207390648566,10.87075,0.21113829787234023,0.16663449275362247,0.4435623306730844,0.8764583333333329,2.3141628264208896,0.14124446987032685,0.27821850006152254,0.20404360757674858,0.6149761904761895,0.0870774125132543,0.23063920248950598,-0.14004857615882144,-0.12956318083916127,-0.39611452600384717,-0.408814949270908,0.2449640349239206,0.2661099022098896,0.2538845435653574,0.27892310270710463,-0.41587902804332677,-0.42012387637154236,0.4482020938839292,0.4580721267967493,-0.37169598215417143,-0.3861317723693952,0.23622018201948902,0.28337621201610436,0.24070714563287943,0.27088751263702326,0.2133242258342024,0.25006892652717105,2.0
75%,4.073633540372669,20.494125,1.3850967111672836,3.4984236819727883,0.22420192307692188,0.5897772305116795,1.7887954844419958,0.18257703754578614,0.7842871732026137,1.0605130540376433,0.42487550951086894,1.904333959899748,0.876122731397458,1.8239166666666657,0.2634618330039512,4.573472906920672,-0.21171850390240218,-0.19305383259347503,24.716666666666665,22.83283898305085,2284.8125,1.1613979975910864,12.65325,0.26745987940630717,0.23809771884975756,0.6150585294117643,1.1162209698395136,2.8306289308176096,0.21064984632362985,0.3902540816326523,0.2968991108071133,0.8076944444444435,0.1335448161727379,0.33271543578528145,0.12904632097281993,0.14640974586097716,-0.24542986102558445,-0.23118096831799248,0.4715475110878689,0.48122467890497367,0.48740136172340215,0.48156360964015116,-0.15044128317071911,-0.17288314110665381,0.6077150856420646,0.6031841445142594,-0.2710400791680034,-0.2406211635443105,0.44346286333130314,0.45213379849312185,0.4754486469435833,0.4757281685517438,0.4616802858455287,0.4704043683010825,2.0
max,7.107692307692307,30.195,2.401190476190475,7.203571428571426,0.7564772727272705,1.325833333333333,3.914529914529914,0.43862,2.3907692307692288,3.166153846153845,1.243984848484847,3.657499999999998,1.9525757575757565,4.80238095238095,0.9582045454545449,9.405,0.29325100754036426,0.27427393794604804,36.98333333333333,35.30227272727272,3476.433333333333,3.0763409090909057,19.52,0.8237196969696942,0.7881355932203383,1.9440677966101676,1.9525757575757565,5.402678571428571,0.5573535353535336,1.053583333333331,0.6630434782608693,1.722,0.4242076023391799,0.8951169590643263,1.346591249404021,1.4967711558155352,0.7248791591536341,0.6662623258931943,1.3593150265223422,1.236939530483835,1.4648754832292317,1.454030826339702,0.7490564108825819,0.832861678847623,1.4392671275107165,1.153644896823403,0.738717141535292,0.5413408652437577,1.3226440385427822,1.4274807361493316,1.230333322361632,1.1852435128067176,1.4017928047166164,1.4790901168270754,2.0

Cluster 3:
,points,points per player's possession,field goals made,field goals attempted,"field goals, %",3-pt field goals made,3-pt field goals attempted,"3-pt field goals, %",free throws made,free throws attempted,"free throws, %",assists,2-pt field goals made,2-pt field goals attempted,"2-pt field goals, %",points off assists,screen assist,points off screen assists,number of player's possessions,team points with player,offensive rating,assists to turnovers,true shooting percentage,effective field goal percentage,uncontested field goals made,uncontested field goals,contested field goals made,contested field goals,transitions made,transitions attempted,catch and shoot made,catch and shoot attempted,catch and drive made,catch and drive attempted,screens off made,screens off attempted,posts up made,posts up attempted,isolations made,isolations attempted,hand off made,hand off attempted,cuts made,cuts attempted,pnr handlers made,pnr handlers attempted,pnp made,pnp attempted,drives made,drives with shot,right drives made,right drives,left drives made,left drives,cluster
count,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0,680.0
mean,4.234242793508186,21.612532437149536,1.678926130836421,2.9698794744500514,0.33687389220720043,0.06865082974626678,0.22774701815794968,0.09138116164204994,0.8144979329426534,1.2546560689681165,0.38373727160773585,0.517086737736191,1.6090861507837257,2.739522134781317,0.35033537926157465,1.2718739397361183,0.8121112212604958,0.7976092928731846,21.498808060885185,20.408894858716,2040.5413750846658,0.4914331910178596,12.895006003167268,0.34057480256777617,0.060780978595098976,0.1630939768827592,1.4635525302086916,2.655058332408421,0.13126556490949712,0.1780228839871978,0.090621178261387,0.26005332956596366,0.03607351093941909,0.08540242085534644,-0.516798340762954,-0.6280458695994443,0.5164178667603083,0.5284163246710655,-0.5054220432990851,-0.5901421645599433,-0.5507573398778479,-0.6503440710302292,0.5740460016341061,0.5966598019031043,-0.5693712869613803,-0.611644761982749,0.22096072573486425,0.257080340128275,-0.6368772622252556,-0.6986502706672598,-0.5715933085857631,-0.6360035321557527,-0.5561270967421696,-0.6377261456103925,3.0
